opportunity_id,opportunity_name,stage,deal_value,sales_rep,account_type,partner_involved,product_category,competitor,next_step_defined,created_date,last_interaction_date,expected_close_date,pipeline_age_days,days_since_last_interaction,size_bucket,forecast_month,stale_opportunity
1173,Opportunity 173,Commit,181843220,Damon S,Existing,Yes,Software,Fan D,Yes,2025-08-30,2025-09-30,2025-10-26,32,1,100M+,2025-10,False
1174,Opportunity 174,Commit,1217491,Hayden E,New,Yes,Software,Fan A,No,2025-01-31,2025-04-22,2025-03-05,243,162,1M-5M,2025-03,True
1175,Opportunity 175,Validate,5375143,Ulysses H,Existing,Yes,Software,Fan A,No,2025-07-11,2025-08-31,2025-12-25,82,31,5M-100M,2025-12,True
1176,Opportunity 176,Discover,4984641,Hayden E,Existing,Yes,Software,Fan B,No,2025-08-21,2025-09-19,2025-10-07,41,12,1M-5M,2025-10,False
1177,Opportunity 177,Decide,62571681,Xena J,Existing,Yes,Software,Fan A,No,2025-04-08,2025-04-23,2025-06-23,176,161,5M-100M,2025-06,True
1178,Opportunity 178,Mutual Interest,452456,Dexter W,Existing,Yes,Software,Fan A,No,2025-02-03,2025-04-20,2025-03-13,240,164,10K-500K,2025-03,True
1179,Opportunity 179,Commit,16462608,Evangeline N,Existing,Yes,Software,Fan E,No,2025-08-31,2025-09-25,2025-10-28,31,6,5M-100M,2025-10,False
1180,Opportunity 180,Mutual Interest,6529413,Evangeline N,Existing,No,Software,Fan C,No,2025-02-28,2025-04-30,2025-08-20,215,154,5M-100M,2025-08,True
1181,Opportunity 181,Mutual Interest,63448258,Hayden E,New,Yes,Software,Fan C,No,2025-09-16,2025-10-27,2026-01-15,15,-26,5M-100M,2026-01,False
1182,Opportunity 182,Mutual Interest,53824892,Dexter W,Existing,Yes,Software,Fan D,Yes,2025-01-17,2025-03-27,2025-07-14,257,188,5M-100M,2025-07,True
1183,Opportunity 183,Validate,13778336,Dexter W,Existing,Yes,Software,Fan C,No,2025-03-19,2025-03-23,2025-06-20,196,192,5M-100M,2025-06,True
1184,Opportunity 184,Commit,1334853,Maya Z,New,Yes,Software,Fan D,No,2025-07-25,2025-09-20,2025-12-12,68,11,1M-5M,2025-12,False
1185,Opportunity 185,Mutual Interest,4463003,Xena J,New,Yes,Software,Fan E,No,2025-06-15,2025-07-16,2025-11-15,108,77,1M-5M,2025-11,True
1186,Opportunity 186,Decide,5089706,Damon S,Existing,Yes,Software,Fan C,No,2025-04-22,2025-04-25,2025-09-08,162,159,5M-100M,2025-09,True
1187,Opportunity 187,Select,1808944,Dexter W,New,No,Electronics,Fan E,No,2025-05-25,2025-07-31,2025-10-19,129,62,1M-5M,2025-10,True
1188,Opportunity 188,Mutual Interest,35516258,Reece P,Existing,No,Software,Fan C,No,2025-06-05,2025-07-25,2025-10-12,118,68,5M-100M,2025-10,True
1189,Opportunity 189,Validate,1553293,Dieter C,New,No,Software,Fan C,No,2025-06-27,2025-07-14,2025-08-26,96,79,1M-5M,2025-08,True
1190,Opportunity 190,Commit,93961248,Evangeline N,New,Yes,Software,Fan E,Yes,2025-05-16,2025-07-15,2025-09-03,138,78,5M-100M,2025-09,True
1191,Opportunity 191,Validate,93679239,Reece P,New,Yes,Software,Fan A,No,2025-01-18,2025-04-02,2025-04-03,256,182,5M-100M,2025-04,True
1192,Opportunity 192,Mutual Interest,5598043,Xena J,New,No,Electronics,Fan A,No,2025-06-04,2025-08-09,2025-08-21,119,53,5M-100M,2025-08,True
1193,Opportunity 193,Commit,13179780,Dexter W,Existing,Yes,Software,Fan A,No,2025-09-23,2025-12-20,2025-12-03,8,-80,5M-100M,2025-12,False
1194,Opportunity 194,Select,8147810,Ulysses H,Existing,Yes,Electronics,Fan A,Yes,2025-01-16,2025-04-01,2025-06-06,258,183,5M-100M,2025-06,True
1195,Opportunity 195,Mutual Interest,26224109,Evangeline N,Existing,Yes,Software,Fan C,No,2025-01-12,2025-02-05,2025-03-09,262,238,5M-100M,2025-03,True
1196,Opportunity 196,Validate,41021743,Maya Z,New,Yes,Software,Fan B,No,2025-03-16,2025-06-11,2025-07-11,199,112,5M-100M,2025-07,True
1197,Opportunity 197,Discover,12110657,Macon K,New,Yes,Software,Fan E,Yes,2025-07-31,2025-09-01,2025-12-28,62,30,5M-100M,2025-12,False
1198,Opportunity 198,Decide,15602474,Maya Z,Existing,No,Software,Fan B,No,2025-06-28,2025-09-23,2025-07-30,95,8,5M-100M,2025-07,False
1199,Opportunity 199,Validate,4219701,Dieter C,Existing,Yes,Software,Fan B,No,2025-05-09,2025-05-28,2025-08-06,145,126,1M-5M,2025-08,True
1200,Opportunity 200,Commit,15007441,Howard W,New,Yes,Software,Fan D,No,2025-07-14,2025-09-18,2025-10-30,79,13,5M-100M,2025-10,False
1201,Opportunity 201,Mutual Interest,10802784,Macon K,New,No,Software,Fan A,No,2025-09-25,2025-11-24,2026-03-18,6,-54,5M-100M,2026-03,False
1202,Opportunity 202,Decide,2975273,Avram H,New,No,Software,Fan C,No,2025-01-30,2025-04-06,2025-04-01,244,178,1M-5M,2025-04,True
1203,Opportunity 203,Mutual Interest,8737681,Dexter W,Existing,Yes,Electronics,Fan A,Yes,2025-01-09,2025-01-24,2025-02-14,265,250,5M-100M,2025-02,True
1204,Opportunity 204,Commit,5610671,Xena J,Existing,Yes,Software,Fan A,No,2025-06-14,2025-09-07,2025-09-22,109,24,5M-100M,2025-09,False
1205,Opportunity 205,Mutual Interest,4276328,Evangeline N,New,No,Software,Fan B,No,2025-07-12,2025-08-16,2025-12-16,81,46,1M-5M,2025-12,True
1206,Opportunity 206,Discover,2244987,Avram H,New,No,Software,Fan D,No,2025-09-17,2025-11-25,2025-12-13,14,-55,1M-5M,2025-12,False
1207,Opportunity 207,Decide,9578229,Xena J,Existing,Yes,Software,Fan A,No,2025-07-11,2025-08-07,2025-11-29,82,55,5M-100M,2025-11,True
1208,Opportunity 208,Decide,3483092,Dieter C,New,No,Software,Fan E,No,2025-03-20,2025-06-16,2025-06-05,195,107,1M-5M,2025-06,True
1209,Opportunity 209,Commit,5048845,Hayden E,New,Yes,Software,Fan E,No,2025-06-28,2025-07-05,2025-11-15,95,88,5M-100M,2025-11,True
1210,Opportunity 210,Discover,32286157,Dexter W,New,Yes,Electronics,Fan A,No,2025-04-01,2025-04-07,2025-07-10,183,177,5M-100M,2025-07,True
1211,Opportunity 211,Validate,18973224,Damon S,New,Yes,Software,Fan B,No,2025-08-03,2025-09-05,2025-11-15,59,26,5M-100M,2025-11,False
1212,Opportunity 212,Mutual Interest,2745517,Damon S,New,Yes,Software,Fan B,No,2025-03-20,2025-05-17,2025-07-01,195,137,1M-5M,2025-07,True
1213,Opportunity 213,Select,13555043,Dexter W,Existing,No,Software,Fan C,Yes,2025-04-13,2025-06-01,2025-09-10,171,122,5M-100M,2025-09,True
1214,Opportunity 214,Mutual Interest,10421034,Macon K,Existing,Yes,Software,Fan D,Yes,2025-04-21,2025-05-08,2025-07-14,163,146,5M-100M,2025-07,True
1215,Opportunity 215,Mutual Interest,68478846,Howard W,Existing,Yes,Software,Fan B,No,2025-09-04,2025-10-16,2025-11-13,27,-15,5M-100M,2025-11,False
1216,Opportunity 216,Validate,46724256,Howard W,Existing,Yes,Software,Fan C,No,2025-08-22,2025-11-02,2025-12-26,40,-32,5M-100M,2025-12,False
1217,Opportunity 217,Mutual Interest,1410565,Macon K,New,Yes,Software,Fan E,No,2025-03-23,2025-05-02,2025-09-16,192,152,1M-5M,2025-09,True
1218,Opportunity 218,Discover,24974183,Damon S,Existing,Yes,Electronics,Fan E,No,2025-05-12,2025-06-27,2025-07-13,142,96,5M-100M,2025-07,True
1219,Opportunity 219,Discover,40557719,Ulysses H,New,Yes,Software,Fan E,No,2025-08-23,2025-11-02,2025-10-25,39,-32,5M-100M,2025-10,False
1220,Opportunity 220,Decide,17386959,Macon K,Existing,Yes,Software,Fan A,No,2025-04-09,2025-06-18,2025-07-09,175,105,5M-100M,2025-07,True
1221,Opportunity 221,Commit,5941697,Evangeline N,Existing,No,Software,Fan D,No,2025-02-07,2025-04-16,2025-03-27,236,168,5M-100M,2025-03,True
1222,Opportunity 222,Select,160864458,Damon S,New,Yes,Software,Fan C,Yes,2025-06-10,2025-06-11,2025-07-19,113,112,100M+,2025-07,True
1223,Opportunity 223,Mutual Interest,19417613,Ulysses H,New,Yes,Software,Fan D,No,2025-04-27,2025-07-15,2025-09-23,157,78,5M-100M,2025-09,True
1224,Opportunity 224,Mutual Interest,95234528,Dieter C,New,No,Software,Fan A,No,2025-08-29,2025-11-26,2026-01-28,33,-56,5M-100M,2026-01,False
1225,Opportunity 225,Validate,44982051,Avram H,New,Yes,Software,Fan C,No,2025-01-26,2025-03-19,2025-06-08,248,196,5M-100M,2025-06,True
1226,Opportunity 226,Commit,15509473,Ulysses H,New,Yes,Electronics,Fan C,No,2025-05-16,2025-06-20,2025-11-02,138,103,5M-100M,2025-11,True
1227,Opportunity 227,Discover,4431988,Avram H,Existing,No,Electronics,Fan B,No,2025-02-19,2025-04-29,2025-03-25,224,155,1M-5M,2025-03,True
1228,Opportunity 228,Select,8632754,Xena J,Existing,Yes,Software,Fan D,No,2025-06-03,2025-06-08,2025-08-29,120,115,5M-100M,2025-08,True
1229,Opportunity 229,Decide,6808654,Reece P,New,Yes,Electronics,Fan D,Yes,2025-08-08,2025-08-25,2025-11-04,54,37,5M-100M,2025-11,True
1230,Opportunity 230,Discover,2069002,Xena J,New,Yes,Software,Fan B,No,2025-05-20,2025-07-12,2025-10-24,134,81,1M-5M,2025-10,True
1231,Opportunity 231,Commit,19391354,Damon S,New,Yes,Software,Fan E,No,2025-02-18,2025-04-11,2025-06-13,225,173,5M-100M,2025-06,True
1232,Opportunity 232,Decide,58283150,Avram H,Existing,No,Electronics,Fan A,No,2025-05-22,2025-06-05,2025-10-02,132,118,5M-100M,2025-10,True
1233,Opportunity 233,Validate,6212263,Damon S,New,Yes,Software,Fan D,Yes,2025-02-15,2025-03-16,2025-08-06,228,199,5M-100M,2025-08,True
1234,Opportunity 234,Validate,119208879,Macon K,New,No,Software,Fan B,No,2025-06-12,2025-06-20,2025-11-17,111,103,100M+,2025-11,True
1235,Opportunity 235,Mutual Interest,1370793,Dexter W,New,No,Software,Fan C,No,2025-09-25,2025-09-26,2025-12-01,6,5,1M-5M,2025-12,False
1236,Opportunity 236,Commit,31491752,Evangeline N,New,Yes,Software,Fan B,No,2025-04-26,2025-05-25,2025-09-09,158,129,5M-100M,2025-09,True
1237,Opportunity 237,Select,66043507,Maya Z,New,Yes,Electronics,Fan E,Yes,2025-03-23,2025-04-28,2025-08-08,192,156,5M-100M,2025-08,True
1238,Opportunity 238,Decide,6956334,Damon S,Existing,Yes,Software,Fan A,Yes,2025-02-13,2025-04-05,2025-05-06,230,179,5M-100M,2025-05,True
1239,Opportunity 239,Discover,7108005,Evangeline N,New,Yes,Software,Fan E,No,2025-07-13,2025-08-19,2025-10-02,80,43,5M-100M,2025-10,True
1240,Opportunity 240,Commit,31056485,Macon K,Existing,Yes,Software,Fan C,Yes,2025-09-15,2025-11-23,2025-10-15,16,-53,5M-100M,2025-10,False
1241,Opportunity 241,Commit,16308374,Ulysses H,New,No,Software,Fan C,No,2025-03-24,2025-05-16,2025-05-03,191,138,5M-100M,2025-05,True
1242,Opportunity 242,Validate,808637,Macon K,Existing,No,Software,Fan C,No,2025-02-27,2025-04-20,2025-05-25,216,164,500K-1M,2025-05,True
1243,Opportunity 243,Mutual Interest,3229869,Dieter C,Existing,Yes,Software,Fan C,No,2025-02-22,2025-05-21,2025-07-29,221,133,1M-5M,2025-07,True
1244,Opportunity 244,Mutual Interest,8742795,Xena J,New,Yes,Software,Fan B,No,2025-01-01,2025-03-25,2025-03-15,273,190,5M-100M,2025-03,True
1245,Opportunity 245,Decide,1717468,Ulysses H,New,No,Software,Fan C,Yes,2025-08-04,2025-08-16,2025-09-08,58,46,1M-5M,2025-09,True
1246,Opportunity 246,Validate,5030303,Maya Z,New,Yes,Electronics,Fan C,Yes,2025-08-16,2025-10-07,2025-09-22,46,-6,5M-100M,2025-09,False
1247,Opportunity 247,Commit,1769800,Avram H,Existing,No,Software,Fan B,Yes,2025-09-11,2025-09-12,2025-10-15,20,19,1M-5M,2025-10,False
1248,Opportunity 248,Select,5698965,Dexter W,New,Yes,Software,Fan C,No,2025-06-08,2025-06-15,2025-10-21,115,108,5M-100M,2025-10,True
1249,Opportunity 249,Validate,5933072,Evangeline N,Existing,Yes,Software,Fan E,No,2025-03-07,2025-03-24,2025-07-26,208,191,5M-100M,2025-07,True
1250,Opportunity 250,Decide,13552825,Dexter W,New,No,Electronics,Fan E,Yes,2025-04-05,2025-05-18,2025-05-21,179,136,5M-100M,2025-05,True
1251,Opportunity 251,Decide,7959596,Reece P,Existing,Yes,Electronics,Fan D,No,2025-09-10,2025-11-20,2025-10-18,21,-50,5M-100M,2025-10,False
1252,Opportunity 252,Validate,16245843,Macon K,Existing,No,Software,Fan E,No,2025-05-30,2025-06-16,2025-09-14,124,107,5M-100M,2025-09,True
1253,Opportunity 253,Decide,14079815,Damon S,Existing,No,Software,Fan A,No,2025-01-23,2025-03-23,2025-03-07,251,192,5M-100M,2025-03,True
1254,Opportunity 254,Validate,30633599,Avram H,New,Yes,Software,Fan A,Yes,2025-09-01,2025-09-04,2026-01-21,30,27,5M-100M,2026-01,False
1255,Opportunity 255,Discover,25356347,Reece P,New,Yes,Software,Fan A,No,2025-08-03,2025-09-01,2025-12-01,59,30,5M-100M,2025-12,False
1256,Opportunity 256,Validate,22336855,Macon K,Existing,No,Software,Fan B,Yes,2025-05-11,2025-06-02,2025-07-04,143,121,5M-100M,2025-07,True
1257,Opportunity 257,Validate,368827979,Hayden E,New,No,Software,Fan E,No,2025-05-28,2025-07-05,2025-10-02,126,88,100M+,2025-10,True
1258,Opportunity 258,Decide,13482231,Damon S,New,Yes,Electronics,Fan A,No,2025-04-19,2025-06-12,2025-05-21,165,111,5M-100M,2025-05,True
1259,Opportunity 259,Decide,199691813,Ulysses H,New,No,Software,Fan D,No,2025-02-09,2025-03-31,2025-07-27,234,184,100M+,2025-07,True
1260,Opportunity 260,Mutual Interest,14572723,Xena J,New,Yes,Electronics,Fan B,No,2025-05-01,2025-07-09,2025-09-19,153,84,5M-100M,2025-09,True
1261,Opportunity 261,Mutual Interest,8045141,Evangeline N,New,Yes,Software,Fan D,No,2025-04-30,2025-05-30,2025-10-22,154,124,5M-100M,2025-10,True
1262,Opportunity 262,Discover,5678523,Dieter C,New,No,Software,Fan E,No,2025-01-18,2025-02-10,2025-04-04,256,233,5M-100M,2025-04,True
1263,Opportunity 263,Mutual Interest,54388916,Maya Z,New,Yes,Software,Fan C,Yes,2025-06-18,2025-09-11,2025-09-05,105,20,5M-100M,2025-09,False
1264,Opportunity 264,Validate,63630538,Maya Z,Existing,No,Software,Fan D,No,2025-07-17,2025-09-02,2025-12-17,76,29,5M-100M,2025-12,False
1265,Opportunity 265,Decide,18251186,Ulysses H,Existing,Yes,Software,Fan C,No,2025-05-23,2025-06-13,2025-09-19,131,110,5M-100M,2025-09,True
1266,Opportunity 266,Mutual Interest,34630873,Howard W,Existing,Yes,Electronics,Fan B,No,2025-02-06,2025-02-26,2025-05-13,237,217,5M-100M,2025-05,True
1267,Opportunity 267,Mutual Interest,1919039,Maya Z,Existing,Yes,Electronics,Fan D,No,2025-07-05,2025-07-28,2025-08-05,88,65,1M-5M,2025-08,True
1268,Opportunity 268,Discover,1385351,Evangeline N,New,Yes,Electronics,Fan D,No,2025-09-18,2025-11-25,2026-03-13,13,-55,1M-5M,2026-03,False
1269,Opportunity 269,Commit,39649633,Ulysses H,New,Yes,Software,Fan B,Yes,2025-08-19,2025-09-09,2025-09-19,43,22,5M-100M,2025-09,False
1270,Opportunity 270,Discover,7631738,Avram H,New,Yes,Electronics,Fan B,No,2025-09-11,2025-10-02,2025-12-14,20,-1,5M-100M,2025-12,False
1271,Opportunity 271,Validate,21838016,Maya Z,New,Yes,Software,Fan A,Yes,2025-01-10,2025-01-11,2025-05-10,264,263,5M-100M,2025-05,True
1272,Opportunity 272,Decide,3757462,Dexter W,Existing,Yes,Software,Fan E,No,2025-08-18,2025-09-02,2026-01-10,44,29,1M-5M,2026-01,False
1273,Opportunity 273,Discover,64901816,Ulysses H,New,Yes,Software,Fan D,Yes,2025-01-24,2025-02-10,2025-04-12,250,233,5M-100M,2025-04,True
1274,Opportunity 274,Mutual Interest,1399320,Evangeline N,New,No,Software,Fan D,No,2025-03-19,2025-05-09,2025-06-25,196,145,1M-5M,2025-06,True
1275,Opportunity 275,Decide,1685036,Dexter W,New,Yes,Software,Fan B,No,2025-07-12,2025-09-13,2025-12-20,81,18,1M-5M,2025-12,False
1276,Opportunity 276,Decide,50282813,Damon S,New,Yes,Software,Fan B,No,2025-04-19,2025-05-03,2025-10-10,165,151,5M-100M,2025-10,True
1277,Opportunity 277,Mutual Interest,387778,Damon S,Existing,Yes,Electronics,Fan E,No,2025-09-20,2025-11-18,2026-02-22,11,-48,10K-500K,2026-02,False
1278,Opportunity 278,Discover,13996007,Maya Z,New,Yes,Software,Fan B,No,2025-09-25,2025-12-17,2025-12-16,6,-77,5M-100M,2025-12,False
1279,Opportunity 279,Mutual Interest,7812290,Dexter W,Existing,Yes,Software,Fan C,Yes,2025-09-16,2025-11-05,2026-02-04,15,-35,5M-100M,2026-02,False
1280,Opportunity 280,Commit,3674243,Xena J,New,Yes,Electronics,Fan C,Yes,2025-03-26,2025-04-29,2025-09-21,189,155,1M-5M,2025-09,True
1281,Opportunity 281,Decide,6990566,Macon K,New,Yes,Software,Fan C,No,2025-01-10,2025-01-16,2025-06-27,264,258,5M-100M,2025-06,True
1282,Opportunity 282,Select,3213823,Damon S,Existing,No,Electronics,Fan C,No,2025-02-28,2025-04-18,2025-07-20,215,166,1M-5M,2025-07,True
1283,Opportunity 283,Select,56554036,Xena J,New,No,Software,Fan E,No,2025-09-19,2025-09-25,2026-03-10,12,6,5M-100M,2026-03,False
1284,Opportunity 284,Validate,77469626,Avram H,Existing,Yes,Software,Fan D,No,2025-04-29,2025-07-07,2025-09-19,155,86,5M-100M,2025-09,True
1285,Opportunity 285,Mutual Interest,3902449,Ulysses H,Existing,Yes,Software,Fan C,No,2025-06-17,2025-06-24,2025-12-01,106,99,1M-5M,2025-12,True
1286,Opportunity 286,Mutual Interest,12368084,Macon K,Existing,Yes,Software,Fan B,No,2025-07-08,2025-09-23,2025-09-23,85,8,5M-100M,2025-09,False
1287,Opportunity 287,Validate,1811939,Reece P,Existing,Yes,Software,Fan C,No,2025-09-08,2025-10-29,2025-11-07,23,-28,1M-5M,2025-11,False
1288,Opportunity 288,Validate,32205976,Evangeline N,New,Yes,Software,Fan E,No,2025-08-17,2025-08-18,2025-10-22,45,44,5M-100M,2025-10,True
1289,Opportunity 289,Validate,31215053,Dieter C,Existing,Yes,Software,Fan B,No,2025-07-09,2025-07-22,2025-11-23,84,71,5M-100M,2025-11,True
1290,Opportunity 290,Decide,6234976,Ulysses H,New,Yes,Electronics,Fan C,No,2025-05-04,2025-06-16,2025-06-30,150,107,5M-100M,2025-06,True
1291,Opportunity 291,Commit,9067998,Macon K,Existing,Yes,Software,Fan D,No,2025-03-25,2025-04-21,2025-07-02,190,163,5M-100M,2025-07,True
1292,Opportunity 292,Mutual Interest,7940457,Evangeline N,Existing,Yes,Software,Fan B,Yes,2025-08-03,2025-10-13,2025-09-15,59,-12,5M-100M,2025-09,False
1293,Opportunity 293,Decide,1274227,Macon K,Existing,Yes,Software,Fan B,No,2025-08-25,2025-08-28,2026-01-23,37,34,1M-5M,2026-01,True
1294,Opportunity 294,Validate,56808980,Dexter W,Existing,Yes,Software,Fan D,No,2025-04-23,2025-06-20,2025-06-07,161,103,5M-100M,2025-06,True
1295,Opportunity 295,Mutual Interest,3540066,Avram H,New,Yes,Software,Fan B,No,2025-08-05,2025-11-02,2025-09-28,57,-32,1M-5M,2025-09,False
1296,Opportunity 296,Decide,3569088,Hayden E,Existing,Yes,Electronics,Fan C,No,2025-09-03,2025-09-20,2025-12-07,28,11,1M-5M,2025-12,False
1297,Opportunity 297,Commit,7418564,Dieter C,Existing,Yes,Software,Fan B,No,2025-02-06,2025-03-23,2025-04-14,237,192,5M-100M,2025-04,True
1298,Opportunity 298,Decide,29345750,Maya Z,Existing,Yes,Software,Fan C,No,2025-03-05,2025-05-22,2025-07-15,210,132,5M-100M,2025-07,True
1299,Opportunity 299,Commit,4370710,Macon K,Existing,Yes,Software,Fan D,No,2025-08-07,2025-10-04,2025-12-12,55,-3,1M-5M,2025-12,False
1300,Opportunity 300,Validate,853736,Evangeline N,New,Yes,Software,Fan A,No,2025-02-03,2025-03-31,2025-06-27,240,184,500K-1M,2025-06,True
1301,Opportunity 301,Commit,3065135,Evangeline N,New,Yes,Electronics,Fan D,No,2025-02-08,2025-04-03,2025-04-18,235,181,1M-5M,2025-04,True
1302,Opportunity 302,Mutual Interest,14782705,Dexter W,New,Yes,Software,Fan C,No,2025-03-08,2025-06-03,2025-06-09,207,120,5M-100M,2025-06,True
1303,Opportunity 303,Validate,123000668,Xena J,Existing,Yes,Software,Fan E,No,2025-07-28,2025-10-24,2025-11-23,65,-23,100M+,2025-11,False
1304,Opportunity 304,Mutual Interest,1959296,Ulysses H,New,Yes,Software,Fan D,No,2025-06-01,2025-06-30,2025-10-08,122,93,1M-5M,2025-10,True
1305,Opportunity 305,Select,1875147,Hayden E,New,Yes,Software,Fan E,Yes,2025-07-18,2025-09-10,2026-01-07,75,21,1M-5M,2026-01,False
1306,Opportunity 306,Discover,1446829,Howard W,New,Yes,Software,Fan E,No,2025-03-30,2025-04-26,2025-07-19,185,158,1M-5M,2025-07,True
1307,Opportunity 307,Commit,1246599,Maya Z,Existing,No,Software,Fan C,Yes,2025-09-05,2025-10-20,2025-12-20,26,-19,1M-5M,2025-12,False
1308,Opportunity 308,Discover,37762599,Reece P,New,Yes,Electronics,Fan C,Yes,2025-03-20,2025-06-15,2025-06-16,195,108,5M-100M,2025-06,True
1309,Opportunity 309,Discover,53416288,Howard W,New,Yes,Electronics,Fan A,No,2025-02-01,2025-03-04,2025-06-01,242,211,5M-100M,2025-06,True
1310,Opportunity 310,Commit,10998913,Ulysses H,New,No,Software,Fan B,No,2025-03-28,2025-05-03,2025-08-02,187,151,5M-100M,2025-08,True
1311,Opportunity 311,Validate,5069459,Maya Z,New,No,Software,Fan D,Yes,2025-02-08,2025-04-30,2025-07-26,235,154,5M-100M,2025-07,True
1312,Opportunity 312,Select,76238149,Evangeline N,New,Yes,Software,Fan C,No,2025-04-11,2025-06-11,2025-05-11,173,112,5M-100M,2025-05,True
1313,Opportunity 313,Mutual Interest,10948244,Reece P,New,Yes,Electronics,Fan D,No,2025-09-01,2025-10-08,2025-10-13,30,-7,5M-100M,2025-10,False
1314,Opportunity 314,Decide,32845458,Macon K,New,Yes,Electronics,Fan E,No,2025-08-20,2025-10-26,2025-10-18,42,-25,5M-100M,2025-10,False
1315,Opportunity 315,Mutual Interest,4781482,Xena J,Existing,Yes,Electronics,Fan B,No,2025-03-09,2025-04-14,2025-04-25,206,170,1M-5M,2025-04,True
1316,Opportunity 316,Decide,9370646,Hayden E,Existing,Yes,Software,Fan A,No,2025-07-11,2025-07-16,2025-10-26,82,77,5M-100M,2025-10,True
1317,Opportunity 317,Mutual Interest,2013107,Macon K,New,Yes,Software,Fan D,No,2025-01-28,2025-03-15,2025-07-17,246,200,1M-5M,2025-07,True
1318,Opportunity 318,Commit,18908058,Xena J,Existing,Yes,Electronics,Fan B,No,2025-09-27,2025-12-15,2025-11-27,4,-75,5M-100M,2025-11,False
1319,Opportunity 319,Select,11174280,Avram H,New,No,Software,Fan A,No,2025-08-14,2025-10-05,2025-11-22,48,-4,5M-100M,2025-11,False
1320,Opportunity 320,Decide,3037435,Dexter W,Existing,No,Software,Fan D,No,2025-03-18,2025-05-06,2025-06-05,197,148,1M-5M,2025-06,True
1321,Opportunity 321,Validate,3086879,Maya Z,Existing,Yes,Software,Fan B,No,2025-08-11,2025-08-17,2026-01-03,51,45,1M-5M,2026-01,True
1322,Opportunity 322,Mutual Interest,61783704,Macon K,New,Yes,Software,Fan C,No,2025-06-16,2025-06-26,2025-11-05,107,97,5M-100M,2025-11,True
1323,Opportunity 323,Mutual Interest,94678973,Xena J,New,Yes,Software,Fan D,No,2025-07-11,2025-08-03,2025-10-28,82,59,5M-100M,2025-10,True
1324,Opportunity 324,Decide,6880745,Howard W,New,No,Software,Fan B,No,2025-03-30,2025-04-16,2025-05-29,185,168,5M-100M,2025-05,True
1325,Opportunity 325,Validate,9638772,Dexter W,New,Yes,Software,Fan A,No,2025-02-01,2025-04-26,2025-04-22,242,158,5M-100M,2025-04,True
1326,Opportunity 326,Validate,14362588,Xena J,Existing,Yes,Electronics,Fan B,Yes,2025-05-17,2025-06-30,2025-08-14,137,93,5M-100M,2025-08,True
1327,Opportunity 327,Commit,10613508,Damon S,New,Yes,Software,Fan C,No,2025-06-05,2025-07-16,2025-08-06,118,77,5M-100M,2025-08,True
1328,Opportunity 328,Commit,1191641,Avram H,New,Yes,Software,Fan D,No,2025-09-07,2025-09-22,2026-02-10,24,9,1M-5M,2026-02,False
